# day   mean_magnitude      std_dev_population
-9.5   0.217156595524307   0.140102928619079
-9   0.151936045284443   0.108081687791861
-8.5   0.0792837158190632   0.0960737224816544
-8   -0.00660004861897748   0.0920710673782522
-7.5   -0.0637981780692408   0.0820644296197465
-7   -0.135452640702123   0.0920710673782522
-6.5   -0.173961988985582   0.0840657571714476
-6   -0.204159689313697   0.0780617745163442
-5.5   -0.225060505583189   0.0700564643095397
-5   -0.227521081913918   0.0720577918612408
-4.5   -0.232723942289371   0.0640524816544363
-4   -0.223733130463448   0.0560471714476318
-3.5   -0.214484316597043   0.0500431887925284
-3   -0.200482056765616   0.0420378785857238
-2.5   -0.178797508850365   0.0340325683789193
-2   -0.150906043013691   0.0280285857238159
-1.5   -0.118735484998758   0.0200232755170113
-1   -0.0819860328844273   0.0140192928619079
-0.5   -0.0423767593443003   0.0060139826551034
0   3.86324680524748e-08   1e-05
0.5   0.0443899450018201   0.0060139826551034
1   0.0901885452749537   0.0120179653102068
1.5   0.136812301817047   0.0180219479653102
2   0.18361096051738   0.0240259306204136
2.5   0.230017969069164   0.030029913275517
3   0.275853622828725   0.0360338959306204
3.5   0.319478143779328   0.0420378785857238
4   0.362569709648568   0.0500431887925284
4.5   0.403138063995521   0.0540458438959306
5   0.441265749628763   0.060049826551034
5.5   0.477018366987393   0.0660538092061374
6   0.509951937624288   0.0720577918612408
6.5   0.540594490301788   0.0760604469646431
7   0.567511600882777   0.0800631020680454
7.5   0.591281918616049   0.0840657571714476
8   0.612019819337122   0.0860670847231488
8.5   0.634915054123235   0.0860670847231488
9   0.649530169473135   0.0880684122748499
9.5   0.662125751953015   0.090069739826551
10   0.670250105690765   0.0920710673782522
10.5   0.674729390038207   0.0940723949299533
11   0.675907067173697   0.0960737224816544
11.5   0.6738317709998   0.100076377585057
12   0.665539629613317   0.104079032688459
12.5   0.655116260273439   0.10608036024016
13   0.6395755110365   0.108081687791861
13.5   0.621041395662393   0.112084342895264
14   0.59960637934043   0.116086997998666
14.5   0.566354106832885   0.114085670446965
15   0.539642832598378   0.118088325550367
15.5   0.509521171504158   0.122090980653769
16   0.477382708476511   0.126093635757171
16.5   0.442970807662742   0.130096290860574
17   0.408694900924115   0.132097618412275
17.5   0.371586385034153   0.136100273515677
18   0.335619321842937   0.138101601067378
18.5   0.297388838230604   0.142104256170781
19   0.261026021451033   0.142104256170781
19.5   0.218353535445141   0.142104256170781
20   0.182967891329727   0.144105583722482
20.5   0.149475358655494   0.150109566377585
21   0.11402086210932   0.150109566377585
21.5   0.084365037068163   0.150109566377585
22   0.0541388105544136   0.148108238825884
22.5   0.0197013176255861   0.144105583722482
23   -0.00677817357116669   0.142104256170781
23.5   -0.0330890223400998   0.138101601067378
24   -0.0561769543788804   0.134098945963976
24.5   -0.0778343961444598   0.130096290860574
25   -0.0954950817841797   0.126093635757171
25.5   -0.108444336712258   0.12409230820547
26   -0.122947894592426   0.120089653102068
26.5   -0.133710422014771   0.122090980653769
27   -0.143582262538203   0.12409230820547
27.5   -0.142314845445722   0.126093635757171
28   -0.146887703118731   0.134098945963976
28.5   -0.149172251410131   0.146106911274183
29   -0.150663690371486   0.162117531687792
29.5   -0.15032509863623   0.178128152101401
30   -0.148845834495602   0.196140100066711
30.5   -0.142092099193394   0.218154703135424
31   -0.13657761269876   0.238167978652435
31.5   -0.125525040684818   0.258181254169446
32   -0.115406364293828   0.274191874583055
32.5   -0.0992367214985535   0.292203822548366
33   -0.082894380146262   0.304211787858572
33.5   -0.0583183822354471   0.31822108072048
34   -0.0377264641334089   0.332230373582388
34.5   -0.0178885041127572   0.334231701134089
35   0.00668962615686874   0.340235683789193
35.5   0.0280791571196704   0.348240993995997
36   0.0538540959575641   0.356246304202802
36.5   0.0783596621003847   0.362250286857905
37   0.105479951259082   0.364251614409606
37.5   0.127727426157275   0.368254269513009
38   0.155811061527418   0.37025559706471
38.5   0.182865582103974   0.374258252168112
39   0.208104423200598   0.372256924616411
39.5   0.230282381160059   0.384264889926618
40   0.255724818900792   0.384264889926618
40.5   0.296153818074699   0.390268872581721
41   0.324580129662529   0.38826754503002
41.5   0.358569719505209   0.396272855236825
42   0.389636498750044   0.396272855236825
42.5   0.440872344906959   0.404278165443629
43   0.468741931926109   0.404278165443629
43.5   0.479736055347119   0.402276837891928
44   0.507029693593868   0.404278165443629
44.5   0.53306995095487   0.404278165443629
45   0.557088973138625   0.400275510340227
45.5   0.584047101225687   0.396272855236825
46   0.607600204604764   0.400275510340227
46.5   0.60715724545355   0.378260907271514
47   0.633131888525801   0.382263562374917
47.5   0.675937524367758   0.38826754503002
48   0.698943501431418   0.390268872581721
48.5   0.747577862154286   0.394271527685123
49   0.772750232516519   0.393270863909273
49.5   0.797850981533411   0.390268872581721
50   0.829178204695371   0.386266217478319
50.5   0.821798905729867   0.378260907271514
51   0.849801267914286   0.380262234823216
51.5   0.876099290878911   0.384264889926618
52   0.905948819894664   0.386266217478319
52.5   0.933742861548054   0.390268872581721
53   0.96430415323837   0.394271527685123
53.5   0.987806454941057   0.400275510340227
54   1.01533552312072   0.408280820547031
54.5   1.11014651875823   0.382263562374917
55   1.14615014691064   0.386266217478319
55.5   1.17121367691406   0.38826754503002
56   1.19899981028748   0.390268872581721
56.5   1.22546373350189   0.392270200133422
57   1.25597100163871   0.394271527685123
57.5   1.26372235311906   0.422290113408939
58   1.29313698529905   0.428294096064043
58.5   1.32536359574942   0.42429144096064
59   1.34680487855233   0.426292768512342
59.5   1.36778720781163   0.420288785857238
