# day   mean_magnitude      mean_magnitude_error
20   -0.0790294846815415   0.0163110888961145
20.5   -0.079962139779215   0.014080275025485
21   -0.0907532788487349   0.0140326848006625
21.5   -0.095904080005548   0.0132533750444465
22   -0.102281700381958   0.013578241167857
22.5   -0.10568719249561   0.0141009646931719
23   -0.107876888322334   0.0140136029874603
23.5   -0.103879569845354   0.0144243721067735
24   -0.101651051776031   0.0160386651345296
24.5   -0.098227215378555   0.0179260043865293
25   -0.0923878576862099   0.0194442552936415
25.5   -0.0839511840708205   0.0213235105386291
26   -0.0753675186564903   0.0231881404034086
26.5   -0.0631554285198103   0.0256934482849221
27   -0.0500122731582914   0.0273155833119068
27.5   -0.0341305860198294   0.0293435328346301
28   -0.0176079603379045   0.0310688251505068
28.5   0.00162166424830206   0.0335766267712905
29   0.0210320159388342   0.0363580672740488
29.5   0.0444730331355623   0.0389740694087641
30   0.066923109741057   0.0405236879120365
30.5   0.0989604656591846   0.042694128019276
31   0.124392955170393   0.0432111210105138
31.5   0.154480678031445   0.0454953716543495
32   0.183408142360733   0.0460688268705965
32.5   0.216272339158805   0.047563107604279
33   0.247547646341458   0.0489705579315202
33.5   0.291386561334341   0.0513599263751019
34   0.324372110151628   0.0515341867739507
34.5   0.342144048280335   0.0508471549654023
35   0.374536480429455   0.0523539850353607
35.5   0.405725375143384   0.0510785859340277
36   0.437949389308331   0.0527443354931528
36.5   0.438377151476028   0.0489520121906216
37   0.472235639113477   0.0497233802258947
37.5   0.514552067314332   0.0503927465427144
38   0.544989028239736   0.0496178568322766
38.5   0.576252567304427   0.0497450966458254
39   0.605118781531004   0.0502418801694079
39.5   0.643080035515341   0.050220145371999
40   0.671798653480748   0.0502695877897268
40.5   0.674236975937293   0.047583463219827
41   0.703443757208538   0.0489251383282349
41.5   0.732527848285202   0.0497961285043758
42   0.759434253464684   0.0502834662294543
42.5   0.794358457208849   0.054134529205508
43   0.817756813285025   0.0530830637327137
43.5   0.83151232320734   0.0543421065239878
44   0.852446615955601   0.0552317427794863
44.5   0.887158525305824   0.0604107706073304
45   0.908154767810877   0.0604049426752661
45.5   0.9200161470383   0.0610677999807102
46   0.942757640691604   0.0611295276398417
46.5   0.975442838364759   0.0653703659798218
47   0.995145456303892   0.0639715123591917
47.5   1.01852595986133   0.0645069004355108
48   1.03891371018769   0.0650557578554841
48.5   1.05863263120771   0.0649757106084697
49   1.08078239456971   0.0653445169271812
49.5   1.09953729994097   0.0644464448227249
50   1.11873529560139   0.0650805602481056
50.5   1.10992467295346   0.065530276657577
51   1.13189806736802   0.0655881169135452
51.5   1.15853687702271   0.0708008094984168
52   1.18137080782522   0.0707157036277735
52.5   1.20761584389134   0.0735035733969154
53   1.22799556640284   0.0724037240617931
53.5   1.25566731895437   0.0747173669860908
54   1.28127018810194   0.0749932942443442
54.5   1.29686549483829   0.0784609157175961
55   1.31744417600116   0.0790684258255582
55.5   1.35628814935167   0.0822243495970575
56   1.37921946472329   0.0810270987616909
56.5   1.4259191924677   0.0859792988512399
57   1.4475555518305   0.0881903673001839
57.5   1.45520085369457   0.0886842472416652
58   1.47028570520204   0.0865890780483791
58.5   1.48394788049275   0.0833844541648295
59   1.50398346813262   0.0841737647418071
59.5   1.47248789623836   0.083899795231643
