# day   mean_magnitude      mean_magnitude_error
-9.5   0.293855521205921   0.0432476984420351
-9   0.212519953648472   0.0323772220978295
-8.5   0.150752334012711   0.0295440115611323
-8   0.0751151280880385   0.0229012097233453
-7.5   0.0306168689360701   0.0202347178346255
-7   -0.00978667034610578   0.0156588313784027
-6.5   -0.0388697269066805   0.0134634674975232
-6   -0.064508944659892   0.012130988029969
-5.5   -0.0809615340974422   0.0110676145493704
-5   -0.0928030516766361   0.00989220154308277
-4.5   -0.0990930540968278   0.00896099636938309
-4   -0.10167315458654   0.00720424535753472
-3.5   -0.0991494567043487   0.00660308702300744
-3   -0.0915047336697675   0.00571627920102159
-2.5   -0.0815905935152744   0.00506782916485605
-2   -0.068674854638329   0.00413734468636898
-1.5   -0.053802186291587   0.00321070613039557
-1   -0.0371449364398565   0.00216255423268389
-0.5   -0.0190674101111125   0.00109999078505247
0   -2.93626097726084e-09   1.21539077365488e-06
0.5   0.019549184383549   0.00116558895972247
1   0.0393537652070473   0.00226963122396596
1.5   0.0590033830706048   0.00359309283308025
2   0.0785312433098762   0.00474616825694271
2.5   0.096702596395848   0.00589458659453567
3   0.114767025516011   0.00722036705939697
3.5   0.131463181137066   0.00830666964582092
4   0.146848675739093   0.00916051239705672
4.5   0.16067153161893   0.0103468618921177
5   0.173151300328475   0.0115257270394748
5.5   0.18466207464397   0.0127234438755274
6   0.193789688459006   0.0134028010609209
6.5   0.201306699233957   0.0142904254178292
7   0.207024841596272   0.0152808557751786
7.5   0.211556851628425   0.0155876985350989
8   0.2137357119892   0.0166103901927606
8.5   0.215041566545394   0.0170655980147959
9   0.214058695761298   0.0182230183334827
9.5   0.211620336256735   0.017915075259923
10   0.208166328131702   0.0184771158921812
10.5   0.205700054375166   0.0187913241784218
11   0.197814161254338   0.0193397643801039
11.5   0.189820391936839   0.0198692144900826
12   0.179345726356026   0.0200123419795792
12.5   0.168129390217511   0.0198491335353305
13   0.155672577219182   0.0200436645456438
13.5   0.140808720527559   0.020601490978136
14   0.126597486266021   0.0208330242948554
14.5   0.106233534110525   0.019637811366675
15   0.0887012862582055   0.0193855172800624
15.5   0.0703388483564006   0.0197024152425121
16   0.0529149554963758   0.0192829712904833
16.5   0.0344547984320767   0.0192902618224877
17   0.0167339515357334   0.0188562926450835
17.5   -0.0013156517875721   0.0185795162293404
18   -0.0176768759907148   0.0177814170352909
18.5   -0.0338584939298765   0.0172151707267701
19   -0.0490743052426645   0.0165533182275732
19.5   -0.0649798886321087   0.0168069518272544
