# day   mean_magnitude      std_dev_population
-9.5   0.331233521899784   0.122090980653769
-9   0.26099987281672   0.10608036024016
-8.5   0.179062334508073   0.0980750500333556
-8   0.0916798357901143   0.0940723949299533
-7.5   0.0263376126255776   0.0860670847231488
-7   -0.038021667062121   0.0760604469646431
-6.5   -0.0819633219358773   0.0720577918612408
-6   -0.114767495624413   0.0700564643095397
-5.5   -0.13914021117826   0.0680551367578386
-5   -0.153089704058419   0.0700564643095397
-4.5   -0.161659073487403   0.0660538092061374
-4   -0.15873194639171   0.060049826551034
-3.5   -0.155727170129487   0.0540458438959306
-3   -0.147560338513385   0.0500431887925284
-2.5   -0.133130340764325   0.0420378785857238
-2   -0.115628963581662   0.0380352234823216
-1.5   -0.092319989859811   0.030029913275517
-1   -0.0645240889244525   0.0220246030687125
-0.5   -0.0338476763114594   0.0120179653102068
0   -2.74158558793939e-09   1e-05
0.5   0.0363992848465022   0.0120179653102068
1   0.0754635646035786   0.0240259306204136
1.5   0.117235104873947   0.0380352234823216
2   0.161995543259177   0.0500431887925284
2.5   0.20861920791898   0.0640524816544363
3   0.259466487295926   0.0800631020680454
3.5   0.312749567514563   0.0940723949299533
4   0.369452372185021   0.108081687791861
4.5   0.42945641952364   0.12409230820547
5   0.492377600404326   0.140102928619079
5.5   0.559375627530951   0.154112221480987
6   0.627893239870591   0.168121514342895
6.5   0.702019096312112   0.178128152101401
7   0.774362898191899   0.188134789859907
7.5   0.848153280776802   0.196140100066711
8   0.920875304342308   0.202144082721815
8.5   0.994852050868026   0.206146737825217
9   1.06560499397471   0.210149392928619
9.5   1.13358368379304   0.210149392928619
10   1.19919334166577   0.208148065376918
10.5   1.26139068437604   0.204145410273516
11   1.31618004473264   0.200142755170113
11.5   1.37550438630781   0.192137444963309
12   1.41937808334291   0.186133462308205
12.5   1.45685930972802   0.178128152101401
13   1.48709048886628   0.170122841894596
13.5   1.50856253700245   0.168121514342895
14   1.52456700531392   0.166120186791194
14.5   1.52885005229715   0.168121514342895
15   1.52871071863743   0.170122841894596
15.5   1.52349465423196   0.1761268245497
16   1.51343318943803   0.182130807204803
16.5   1.49642910570697   0.188134789859907
17   1.47766926543113   0.195139436290861
17.5   1.45370712787793   0.202144082721815
18   1.42900449333104   0.208148065376918
18.5   1.40144545125152   0.21215072048032
19   1.37305889831192   0.216153375583722
19.5   1.34261061633481   0.222157358238826
20   1.31246117386439   0.226160013342228
20.5   1.28799889812368   0.23016266844563
21   1.26337309244271   0.232163995997332
21.5   1.2399287638362   0.236166651100734
22   1.22108920499332   0.236166651100734
22.5   1.20115713511307   0.232163995997332
23   1.18298716339189   0.228161340893929
23.5   1.16535004621302   0.226160013342228
24   1.15130566152323   0.218154703135424
24.5   1.13683842432878   0.208148065376918
25   1.12436916988331   0.198141427618412
25.5   1.11754110069067   0.188134789859907
26   1.10611970454197   0.180129479653102
26.5   1.09811226170346   0.172124169446298
27   1.09085720562033   0.170122841894596
27.5   1.09182270378095   0.150109566377585
28   1.08506901326746   0.154112221480987
28.5   1.08676615232966   0.160116204136091
29   1.08149055198704   0.178128152101401
29.5   1.0837622973699   0.202144082721815
30   1.08210237099125   0.224158685790527
30.5   1.08548784696824   0.250175943962642
31   1.08959759572671   0.274191874583055
31.5   1.10113934085005   0.302210460306871
32   1.11202006658103   0.322223735823883
32.5   1.11570138930376   0.338234356237492
33   1.13395138521585   0.354244976651101
33.5   1.15959775272432   0.372256924616411
34   1.18644864072094   0.382263562374917
34.5   1.19903992837839   0.385265553702468
35   1.23176921878719   0.396272855236825
35.5   1.26604004474875   0.402276837891928
36   1.30499949505999   0.408280820547031
36.5   1.33233781824325   0.394271527685123
37   1.37758259911313   0.396272855236825
37.5   1.42057001285369   0.410282148098733
38   1.4641238940703   0.408280820547031
38.5   1.51051386461013   0.40627949299533
39   1.55451125758852   0.408280820547031
39.5   1.60141099097367   0.404278165443629
40   1.64713931546949   0.402276837891928
40.5   1.69084185396069   0.40627949299533
41   1.73600048021578   0.40627949299533
41.5   1.77748079222925   0.414284803202135
42   1.82004967382215   0.418287458305537
42.5   1.88411515274997   0.432296751167445
43   1.92245784364777   0.436299406270847
43.5   1.95905744569774   0.44030206137425
44   1.99204230031246   0.44030206137425
44.5   2.02371494409131   0.450308699132755
45   2.05535147956609   0.454311354236157
45.5   2.05575779631036   0.44030206137425
46   2.09111473445057   0.444304716477652
46.5   2.12191473184456   0.456312681787859
47   2.15285086412635   0.460315336891261
47.5   2.18950983216694   0.45831400933956
48   2.22212382498548   0.456312681787859
48.5   2.25738533188357   0.45831400933956
49   2.29278560248485   0.446306044029353
49.5   2.31581781432872   0.446306044029353
50   2.34699984138029   0.432296751167445
50.5   2.31809546461001   0.322223735823883
51   2.35516956656946   0.324225063375584
51.5   2.38127480066772   0.336233028685791
52   2.41449734424501   0.336233028685791
52.5   2.44331306283356   0.332230373582388
53   2.47590856743638   0.336233028685791
53.5   2.5087051454228   0.336233028685791
54   2.54666158176393   0.340235683789193
54.5   2.60226062433062   0.326226390927285
55   2.64012679050514   0.340235683789193
55.5   2.68972780920596   0.357246967978652
56   2.72895102473252   0.37025559706471
56.5   2.79618915537718   0.366252941961308
57   2.83012798520589   0.378260907271514
57.5   2.83060638067787   0.372256924616411
58   2.8539182196936   0.382263562374917
58.5   2.8738241681811   0.378260907271514
59   2.90256863359044   0.376259579719813
59.5   2.94393368669109   0.376259579719813
